OTU_ID	100-A	100-P	71-A	71-P	72-A	72-P	73-A	73-P	74-A	74-P	75-A	75-P	76-A	76-P	77-A	77-P	78-A	78-P	79-A	79-P	80-A	80-P	81-A	81-P	82-A	82-P	83-A	83-P	84-A	84-P	85-A	85-P	88-A	88-P	89-A	89-P	90-A	90-P	91-A	91-P	93-A	93-P	94-A	94-P	95-A	95-P	96-A	96-P	97-A	97-P	taxonomy
237	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	86	53	0	45	0	0	0	0	55	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Saccharibacteria_(TM7); D_2__c__Saccharibacteria_(TM7)_[C-1]; D_3__o__Saccharibacteria_(TM7)_[O-1]; D_4__f__Saccharibacteria_(TM7)_[F-1]; D_5__g__Saccharibacteria_(TM7)_[G-1]; D_6__g__Saccharibacteria_(TM7)_[G-1]_s__bacterium_HMT_346
238	0	127	0	0	0	0	0	10	0	0	0	150	0	0	0	0	0	60	0	0	0	32	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	20	5	0	0	0	0	0	0	0	0	0	47	533	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__sp._HMT_225
239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1340	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__intermedia
240	0	0	1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Porphyromonadaceae; D_5__g__Porphyromonas; D_6__g__Porphyromonas_s__gingivalis
241	0	0	0	0	0	0	0	0	0	780	0	0	0	34	0	190	0	0	0	45	0	0	0	0	45	82	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	34	0	72	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Actinomycetales; D_4__f__Actinomycetaceae; D_5__g__Actinomyces; D_6__g__Actinomyces_s__gerencseriae
242	0	25	0	88	0	0	0	65	0	0	71	65	0	51	0	0	0	0	0	158	0	0	0	0	0	53	0	0	0	0	0	0	0	29	0	0	67	42	0	0	29	59	0	28	32	0	0	0	0	41	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Actinomycetales; D_4__f__Actinomycetaceae; D_5__g__Actinomyces; D_6__g__Actinomyces_s__naeslundii
243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	375	0	0	136	95	0	0	0	0	0	0	0	342	0	96	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__dispar
244	0	0	317	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	179	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__oris
245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Coriobacteriia; D_3__o__Coriobacteriales; D_4__f__Coriobacteriaceae; D_5__g__Fannyhessea; D_6__g__Fannyhessea_s__sp._HMT_416
246	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Alloprevotella; D_6__g__Alloprevotella_s__tannerae
247	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	702	0	0	0	0	0	0	0	0	0	81	0	0	0	114	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__shahii
248	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Carnobacteriaceae; D_5__g__Granulicatella; D_6__g__Granulicatella_s__adiacens
249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	1195	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Saccharibacteria_(TM7); D_2__c__Saccharibacteria_(TM7)_[C-1]; D_3__o__Saccharibacteria_(TM7)_[O-1]; D_4__f__Saccharibacteria_(TM7)_[F-1]; D_5__g__Saccharibacteria_(TM7)_[G-1]; D_6__g__Saccharibacteria_(TM7)_[G-1]_s__bacterium_HMT_348
250	0	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__baroniae
251	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	77	187	0	0	0	0	0	0	0	107	0	0	0	0	0	0	269	328	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	125	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Gammaproteobacteria; D_3__o__Pasteurellales; D_4__f__Pasteurellaceae; D_5__g__Haemophilus; D_6__g__Haemophilus_s__sp._HMT_036
252	0	0	0	39	0	0	0	0	0	0	0	47	0	0	0	0	55	86	0	393	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	236	90	0	115	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Gammaproteobacteria; D_3__o__Pasteurellales; D_4__f__Pasteurellaceae; D_5__g__Haemophilus; D_6__g__Haemophilus_s__parainfluenzae
253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__sp._HMT_336
254	0	0	140	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	107	0	0	0	97	0	D_0__k__Bacteria; D_1__p__Synergistetes; D_2__c__Synergistia; D_3__o__Synergistales; D_4__f__Synergistaceae; D_5__g__Fretibacterium; D_6__g__Fretibacterium_s__fastidiosum
255	0	30	0	103	0	0	33	70	0	0	0	20	0	0	0	0	0	16	0	0	0	0	48	0	0	88	0	0	0	65	0	0	371	0	0	0	0	350	21	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Porphyromonadaceae; D_5__g__Porphyromonas; D_6__g__Porphyromonas_s__pasteri
256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1207	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Porphyromonadaceae; D_5__g__Porphyromonas; D_6__g__Porphyromonas_s__endodontalis
257	103	6	0	118	0	419	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	94	0	0	66	0	0	0	0	0	0	23	0	0	0	50	6	0	0	0	0	0	65	0	0	0	8	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Lachnospiraceae; D_5__g__Stomatobaculum; D_6__g__Stomatobaculum_s__longum
258	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	65	57	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Gammaproteobacteria; D_3__o__Pasteurellales; D_4__f__Pasteurellaceae; D_5__g__Aggregatibacter; D_6__g__Aggregatibacter_s__aphrophilus
259	0	108	0	176	0	0	0	0	0	0	0	185	0	0	0	0	0	160	0	0	0	25	16	0	0	0	0	0	0	0	0	0	167	0	0	0	0	233	0	0	0	0	0	5	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Alloprevotella; D_6__g__Alloprevotella_s__sp._HMT_473
260	0	55	0	0	0	0	88	473	0	0	0	0	0	0	0	246	0	0	44	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__leadbetteri
261	0	0	0	55	0	0	0	326	0	0	0	70	0	0	0	24	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	58	162	0	0	0	0	0	63	0	139	0	0	0	0	0	0	0	142	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Bacillales; D_4__f__Gemellaceae; D_5__g__Gemella; D_6__g__Gemella_s__morbillorum
262	0	0	0	44	0	49	38	43	0	0	0	0	0	0	0	0	0	108	104	56	0	0	0	0	0	41	0	0	56	0	0	78	0	0	0	0	0	0	23	49	0	0	0	0	192	107	0	0	0	50	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Betaproteobacteria; D_3__o__Neisseriales; D_4__f__Neisseriaceae; D_5__g__Eikenella; D_6__g__Eikenella_s__corrodens
263	0	0	0	0	89	0	0	0	0	0	241	196	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	105	0	0	0	294	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Streptococcaceae; D_5__g__Streptococcus; D_6__g__Streptococcus_s__oralis_subsp._dentisani_clade_058
264	0	95	0	0	0	0	183	21	0	0	0	0	0	0	0	0	0	240	0	0	0	0	44	0	0	62	0	0	0	0	0	0	137	153	0	0	0	0	0	54	0	0	0	0	0	0	48	75	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__sp._HMT_472
265	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	0	0	0	0	0	0	0	0	0	19	0	0	117	65	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Betaproteobacteria; D_3__o__Neisseriales; D_4__f__Neisseriaceae; D_5__g__Neisseria; D_6__g__Neisseria_s__subflava
266	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0	0	0	12	44	171	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Ruminococcaceae; D_5__g__Ruminococcaceae_[G-1]; D_6__g__Ruminococcaceae_[G-1]_s__bacterium_HMT_075
267	0	0	0	51	0	0	0	235	0	0	0	72	0	18	0	0	0	102	0	114	0	0	19	0	0	0	0	0	0	220	0	82	0	0	0	76	0	0	0	0	0	0	0	0	0	0	31	120	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Actinomycetales; D_4__f__Actinomycetaceae; D_5__g__Actinomyces; D_6__g__Actinomyces_s__oris
268	0	0	0	31	60	0	0	0	0	325	0	0	0	0	0	0	0	0	7	99	0	18	0	0	0	63	0	0	0	0	0	115	0	0	0	133	0	74	0	13	20	0	0	0	0	0	0	92	0	68	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Micrococcales; D_4__f__Micrococcaceae; D_5__g__Rothia; D_6__g__Rothia_s__aeria
269	0	185	0	103	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	60	0	77	478	0	0	0	0	0	0	94	0	0	60	0	1	0	0	0	0	0	0	2	0	0	7	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Porphyromonadaceae; D_5__g__Porphyromonas; D_6__g__Porphyromonas_s__sp._HMT_278
270	0	23	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	416	187	0	205	0	25	0	0	98	0	0	70	0	0	0	3	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Porphyromonadaceae; D_5__g__Porphyromonas; D_6__g__Porphyromonas_s__sp._HMT_930
271	0	93	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	315	212	0	0	0	0	81	50	0	0	0	0	0	3	19	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__leadbetteri
272	0	46	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	952	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__saccharolytica
273	0	19	0	0	0	0	64	368	0	0	0	54	0	0	0	0	0	65	0	0	0	12	128	0	0	276	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	57	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__sp._HMT_498
274	0	79	0	0	0	0	90	289	0	0	0	0	0	0	0	70	0	0	0	0	0	0	22	0	0	190	0	0	0	0	0	0	0	0	0	46	0	0	0	65	0	0	0	0	0	0	0	0	62	80	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Gammaproteobacteria; D_3__o__Pasteurellales; D_4__f__Pasteurellaceae; D_5__g__Aggregatibacter; D_6__g__Aggregatibacter_s__sp._HMT_458
275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Betaproteobacteria; D_3__o__Neisseriales; D_4__f__Neisseriaceae; D_5__g__Neisseria; D_6__g__Neisseria_s__flava
276	0	41	0	31	0	53	23	41	0	0	0	47	0	0	0	0	0	80	87	0	0	0	0	0	0	44	0	0	128	0	0	47	0	0	0	0	0	0	14	0	0	0	0	0	195	89	0	0	0	49	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Betaproteobacteria; D_3__o__Neisseriales; D_4__f__Neisseriaceae; D_5__g__Eikenella; D_6__g__Eikenella_s__corrodens
277	0	0	0	0	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__nucleatum
278	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Saccharibacteria_(TM7); D_2__c__Saccharibacteria_(TM7)_[C-1]; D_3__o__Saccharibacteria_(TM7)_[O-1]; D_4__f__Saccharibacteria_(TM7)_[F-1]; D_5__g__Saccharibacteria_(TM7)_[G-3]; D_6__g__Saccharibacteria_(TM7)_[G-3]_s__bacterium_HMT_351
279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidetes_[C-1]; D_3__o__Bacteroidetes_[O-1]; D_4__f__Bacteroidetes_[F-1]; D_5__g__Bacteroidetes_[G-5]; D_6__g__Bacteroidetes_[G-5]_s__bacterium_HMT_511
280	0	0	35	0	0	0	14	0	0	0	287	31	0	0	0	50	0	0	0	0	396	0	0	0	0	23	0	0	0	0	0	0	96	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__sp._HMT_338
281	0	4	261	23	0	0	0	18	0	0	0	6	0	0	0	43	186	20	0	0	0	0	0	0	124	72	0	0	0	0	0	187	0	0	0	0	2	8	1	6	0	0	0	0	79	0	0	0	0	4	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__sp._HMT_203
282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	873	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Lachnospiraceae; D_5__g__Butyrivibrio; D_6__g__Butyrivibrio_s__sp._HMT_080
283	0	0	0	0	0	0	0	0	0	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__oris
284	0	48	0	65	38	112	0	40	0	0	0	0	0	0	0	0	0	0	0	60	0	0	365	0	0	0	0	0	0	0	0	0	35	0	0	51	0	0	0	0	72	65	0	0	0	0	0	0	0	88	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Streptococcaceae; D_5__g__Streptococcus; D_6__g__Streptococcus_s__salivarius
285	0	70	5	40	0	0	0	212	0	0	0	36	0	0	0	2	0	19	0	0	0	0	0	0	0	288	0	0	0	0	0	4	0	0	0	0	28	0	76	37	0	0	0	0	0	0	0	0	0	74	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__sp._HMT_203
286	0	78	0	25	0	16	0	0	0	0	0	92	0	0	0	64	0	73	0	0	0	0	0	0	0	153	0	0	0	0	0	0	36	58	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	42	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Epsilonproteobacteria; D_3__o__Campylobacterales; D_4__f__Campylobacteraceae; D_5__g__Campylobacter; D_6__g__Campylobacter_s__concisus
287	0	0	0	0	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Porphyromonadaceae; D_5__g__Porphyromonas; D_6__g__Porphyromonas_s__endodontalis
288	0	93	0	0	0	35	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	288	0	0	0	0	77	60	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__leadbetteri
289	81	0	0	149	0	369	34	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	22	0	0	0	0	65	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Lachnospiraceae; D_5__g__Stomatobaculum; D_6__g__Stomatobaculum_s__longum
290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	39	0	9	0	0	46	797	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__sp._HMT_317
291	0	0	0	82	0	342	0	0	0	0	0	105	0	0	0	67	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__atypica
292	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	584	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__sp._HMT_317
293	0	0	0	0	0	0	0	0	0	643	0	0	33	46	0	172	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	13	0	0	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Actinomycetales; D_4__f__Actinomycetaceae; D_5__g__Actinomyces; D_6__g__Actinomyces_s__gerencseriae
294	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	44	0	0	0	0	0	0	258	232	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__sp._HMT_248
295	0	0	0	52	0	363	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	353	0	48	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__atypica
296	0	242	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	76	0	0	0	0	0	0	0	0	0	291	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__sp._HMT_212
297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	44	518	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__sp._HMT_317
298	72	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Coriobacteriia; D_3__o__Coriobacteriales; D_4__f__Atopobiaceae; D_5__g__Lancefieldella; D_6__g__Lancefieldella_s__rimae
299	0	0	0	25	69	0	72	242	0	0	0	9	0	0	0	36	0	18	0	0	0	0	134	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Selenomonadales; D_4__f__Selenomonadaceae; D_5__g__Selenomonas; D_6__g__Selenomonas_s__noxia
300	0	0	0	0	0	0	0	0	0	0	163	0	60	0	0	0	0	0	0	0	0	0	64	0	234	117	108	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	188	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__denticola
