OTU_ID	100-A	100-P	71-A	71-P	72-A	72-P	73-A	73-P	74-A	74-P	75-A	75-P	76-A	76-P	77-A	77-P	78-A	78-P	79-A	79-P	80-A	80-P	81-A	81-P	82-A	82-P	83-A	83-P	84-A	84-P	85-A	85-P	88-A	88-P	89-A	89-P	90-A	90-P	91-A	91-P	93-A	93-P	94-A	94-P	95-A	95-P	96-A	96-P	97-A	97-P	taxonomy
2054	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__denticariosi
2055	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Ruminococcaceae; D_5__g__Ruminococcaceae_[G-2]; D_6__g__Ruminococcaceae_[G-2]_s__bacterium_HMT_085
2056	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Betaproteobacteria; D_3__o__Neisseriales; D_4__f__Neisseriaceae; D_5__g__Neisseria; D_6__g__Neisseria_s__flava
2057	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Streptococcaceae; D_5__g__Streptococcus; D_6__g__Streptococcus_s__oralis_subsp._dentisani_clade_058
2058	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Bacteroidales_[F-2]; D_5__g__Bacteroidales_[G-2]; D_6__g__Bacteroidales_[G-2]_s__bacterium_HMT_274
2059	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Streptococcaceae; D_5__g__Streptococcus; D_6__g__Streptococcus_s__cristatus_clade_578
2060	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__dispar
2061	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Actinomycetales; D_4__f__Actinomycetaceae; D_5__g__Schaalia; D_6__g__Schaalia_s__sp._HMT_178
2062	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Spirochaetes; D_2__c__Spirochaetia; D_3__o__Spirochaetales; D_4__f__Treponemataceae; D_5__g__Treponema; D_6__g__Treponema_s__socranskii
2063	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Actinomycetales; D_4__f__Actinomycetaceae; D_5__g__Schaalia; D_6__g__Schaalia_s__sp._HMT_172
2064	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Epsilonproteobacteria; D_3__o__Campylobacterales; D_4__f__Campylobacteraceae; D_5__g__Campylobacter; D_6__g__Campylobacter_s__rectus
2065	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Lachnospiraceae; D_5__g__Stomatobaculum; D_6__g__Stomatobaculum_s__longum
2066	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__sp._HMT_300
2067	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Selenomonadales; D_4__f__Selenomonadaceae; D_5__g__Selenomonas; D_6__g__Selenomonas_s__flueggei
2068	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Ruminococcaceae; D_5__g__Ruminococcaceae_[G-1]; D_6__g__Ruminococcaceae_[G-1]_s__bacterium_HMT_075
2069	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__sp._HMT_314
2070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__leadbetteri
2071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Actinomycetales; D_4__f__Actinomycetaceae; D_5__g__Schaalia; D_6__g__Schaalia_s__sp._HMT_180
2072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__nucleatum
2073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__sp._HMT_412
2074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Lachnospiraceae; D_5__g__Oribacterium; D_6__g__Oribacterium_s__sp._HMT_078
2075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Propionibacteriales; D_4__f__Propionibacteriaceae; D_5__g__Acidipropionibacterium; D_6__g__Acidipropionibacterium_s__acidifaciens
2076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__salivae
2077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Epsilonproteobacteria; D_3__o__Campylobacterales; D_4__f__Campylobacteraceae; D_5__g__Campylobacter; D_6__g__Campylobacter_s__rectus
2078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Lachnospiraceae; D_5__g__Butyrivibrio; D_6__g__Butyrivibrio_s__sp._HMT_080
2079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Anaeroglobus; D_6__g__Anaeroglobus_s__geminatus
2080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Corynebacteriales; D_4__f__Corynebacteriaceae; D_5__g__Corynebacterium; D_6__g__Corynebacterium_s__aurimucosum
2081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Epsilonproteobacteria; D_3__o__Campylobacterales; D_4__f__Campylobacteraceae; D_5__g__Campylobacter; D_6__g__Campylobacter_s__gracilis
2082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Corynebacteriales; D_4__f__Corynebacteriaceae; D_5__g__Corynebacterium; D_6__g__Corynebacterium_s__matruchotii
2083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Saccharibacteria_(TM7); D_2__c__Saccharibacteria_(TM7)_[C-1]; D_3__o__Saccharibacteria_(TM7)_[O-1]; D_4__f__Saccharibacteria_(TM7)_[F-1]; D_5__g__Saccharibacteria_(TM7)_[G-3]; D_6__g__Saccharibacteria_(TM7)_[G-3]_s__bacterium_HMT_351
2084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__sp._HMT_780
2085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Peptostreptococcaceae; D_5__g__Peptostreptococcus; D_6__g__Peptostreptococcus_s__stomatis
2086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Bacillales; D_4__f__Gemellaceae; D_5__g__Gemella; D_6__g__Gemella_s__morbillorum
2087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__dispar
2088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Gammaproteobacteria; D_3__o__Pasteurellales; D_4__f__Pasteurellaceae; D_5__g__Haemophilus; D_6__g__Haemophilus_s__parainfluenzae
2089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Streptococcaceae; D_5__g__Streptococcus; D_6__g__Streptococcus_s__oralis_subsp._dentisani_clade_058
2090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Betaproteobacteria; D_3__o__Neisseriales; D_4__f__Neisseriaceae; D_5__g__Neisseria; D_6__g__Neisseria_s__subflava
2091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Bacillales; D_4__f__Gemellaceae; D_5__g__Gemella; D_6__g__Gemella_s__haemolysans
2092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__hongkongensis
2093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__nucleatum
2094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Selenomonadales; D_4__f__Selenomonadaceae; D_5__g__Selenomonas; D_6__g__Selenomonas_s__sp._HMT_136
2095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Actinomycetales; D_4__f__Actinomycetaceae; D_5__g__Actinomyces; D_6__g__Actinomyces_s__dentalis
2096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Alloprevotella; D_6__g__Alloprevotella_s__sp._HMT_473
2097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Streptococcaceae; D_5__g__Streptococcus; D_6__g__Streptococcus_s__oralis_subsp._dentisani_clade_058
2098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Tannerellaceae; D_5__g__Tannerella; D_6__g__Tannerella_s__sp._HMT_286
2099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__hofstadii
2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Actinomycetales; D_4__f__Actinomycetaceae; D_5__g__Actinomyces; D_6__g__Actinomyces_s__dentalis
2101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__sp._HMT_317
2102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__shahii
2103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__dispar
2104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__dispar
2105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidetes_[C-1]; D_3__o__Bacteroidetes_[O-1]; D_4__f__Bacteroidetes_[F-1]; D_5__g__Bacteroidetes_[G-3]; D_6__g__Bacteroidetes_[G-3]_s__bacterium_HMT_281
2106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__sputigena
2107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Lactobacillaceae; D_5__g__Lacticaseibacillus; D_6__g__Lacticaseibacillus_s__paracasei
2108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__sp._HMT_293
2109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Streptococcaceae; D_5__g__Streptococcus; D_6__g__Streptococcus_s__sanguinis
2110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Betaproteobacteria; D_3__o__Neisseriales; D_4__f__Neisseriaceae; D_5__g__Neisseria; D_6__g__Neisseria_s__perflava
2111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Selenomonadales; D_4__f__Selenomonadaceae; D_5__g__Centipeda; D_6__g__Centipeda_s__periodontii
2112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__sp._HMT_203
2113	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__nucleatum
2114	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__periodonticum
2115	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Tannerellaceae; D_5__g__Tannerella; D_6__g__Tannerella_s__forsythia
2116	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Epsilonproteobacteria; D_3__o__Campylobacterales; D_4__f__Campylobacteraceae; D_5__g__Campylobacter; D_6__g__Campylobacter_s__gracilis
2117	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__denticola
2118	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Synergistetes; D_2__c__Synergistia; D_3__o__Synergistales; D_4__f__Synergistaceae; D_5__g__Fretibacterium; D_6__g__Fretibacterium_s__fastidiosum
